month,profit_center,region,product_category,line_item_description,year,month_int,quarter,is_qtr_end,revenue
2024-10-01,Service_C,EMEA,Professional Services,Cloud Server Unit,2024,10,4,0,6162.26
2024-10-01,Product_B,LATAM,Professional Services,Standard Monthly Fee,2024,10,4,0,6839.01
2024-10-01,Service_C,EMEA,Hardware Sales,Cloud Server Unit,2024,10,4,0,9236.12
2024-10-01,Product_B,EMEA,Hardware Sales,Standard Monthly Fee,2024,10,4,0,5196.43
2024-10-01,Sales_Channel_X,APAC,Maintenance,Consulting Project Alpha,2024,10,4,0,1573.43
2024-10-01,Product_A,APAC,Maintenance,Consulting Project Alpha,2024,10,4,0,3394.7
2024-10-01,Sales_Channel_X,North America,Maintenance,Annual Premium License,2024,10,4,0,6942.61
2024-10-01,Sales_Channel_X,LATAM,Professional Services,Annual Premium License,2024,10,4,0,7823.28
2024-10-01,Product_B,APAC,Maintenance,Legacy Product Support,2024,10,4,0,6111.92
2024-10-01,Product_A,EMEA,Software Subscription,Legacy Product Support,2024,10,4,0,6812.32
2024-10-01,Product_A,EMEA,Professional Services,Installation Fee,2024,10,4,0,5791.86
2024-10-01,Product_B,EMEA,Hardware Sales,Standard Monthly Fee,2024,10,4,0,4485.9
2024-10-01,Service_C,LATAM,Software Subscription,Cloud Server Unit,2024,10,4,0,6218.24
2024-10-01,Sales_Channel_X,APAC,Hardware Sales,Installation Fee,2024,10,4,0,4578.61
2024-10-01,Service_C,EMEA,Professional Services,Cloud Server Unit,2024,10,4,0,9012.74
2024-10-01,Sales_Channel_X,North America,Maintenance,Standard Monthly Fee,2024,10,4,0,4784.12
2024-10-01,Sales_Channel_X,North America,Software Subscription,Standard Monthly Fee,2024,10,4,0,4366.88
2024-10-01,Service_C,EMEA,Software Subscription,Legacy Product Support,2024,10,4,0,6584.53
2024-10-01,Service_C,LATAM,Professional Services,Standard Monthly Fee,2024,10,4,0,7562.89
2024-10-01,Product_B,LATAM,Software Subscription,Annual Premium License,2024,10,4,0,4827.07
2024-10-01,Sales_Channel_X,LATAM,Professional Services,Annual Premium License,2024,10,4,0,6872.39
2024-10-01,Product_A,North America,Maintenance,Installation Fee,2024,10,4,0,6146.41
2024-10-01,Product_B,EMEA,Maintenance,Standard Monthly Fee,2024,10,4,0,5800.56
2024-10-01,Product_A,APAC,Hardware Sales,Consulting Project Alpha,2024,10,4,0,5647.54
2024-10-01,Service_C,North America,Maintenance,Legacy Product Support,2024,10,4,0,4111.4
2024-10-01,Product_A,North America,Hardware Sales,Annual Premium License,2024,10,4,0,8739.3
2024-10-01,Product_B,LATAM,Hardware Sales,Installation Fee,2024,10,4,0,8197.08
2024-10-01,Sales_Channel_X,APAC,Professional Services,Cloud Server Unit,2024,10,4,0,4498.93
2024-10-01,Product_A,APAC,Maintenance,Consulting Project Alpha,2024,10,4,0,3533.87
2024-10-01,Product_A,North America,Software Subscription,Installation Fee,2024,10,4,0,4977.54
2024-10-01,Sales_Channel_X,APAC,Professional Services,Legacy Product Support,2024,10,4,0,4698.18
2024-10-01,Sales_Channel_X,APAC,Software Subscription,Annual Premium License,2024,10,4,0,7763.48
2024-10-01,Product_A,LATAM,Hardware Sales,Cloud Server Unit,2024,10,4,0,10059.19
2024-10-01,Service_C,LATAM,Professional Services,Legacy Product Support,2024,10,4,0,8467.64
2024-10-01,Product_B,EMEA,Maintenance,Consulting Project Alpha,2024,10,4,0,6177.72
2024-10-01,Product_A,EMEA,Software Subscription,Legacy Product Support,2024,10,4,0,11202.61
2024-10-01,Product_A,LATAM,Hardware Sales,Legacy Product Support,2024,10,4,0,5570.15
2024-10-01,Service_C,LATAM,Professional Services,Legacy Product Support,2024,10,4,0,4854.42
2024-10-01,Service_C,North America,Hardware Sales,Legacy Product Support,2024,10,4,0,6365.56
2024-10-01,Product_A,North America,Hardware Sales,Annual Premium License,2024,10,4,0,9618.56
2024-10-01,Sales_Channel_X,North America,Professional Services,Annual Premium License,2024,10,4,0,7614.2
2024-10-01,Product_B,North America,Software Subscription,Legacy Product Support,2024,10,4,0,6739.69
2024-10-01,Service_C,North America,Professional Services,Cloud Server Unit,2024,10,4,0,6105.18
2024-10-01,Product_B,LATAM,Software Subscription,Legacy Product Support,2024,10,4,0,8677.95
2024-10-01,Product_B,EMEA,Maintenance,Annual Premium License,2024,10,4,0,5056.78
2024-10-01,Sales_Channel_X,APAC,Professional Services,Consulting Project Alpha,2024,10,4,0,7543.1
2024-10-01,Product_B,APAC,Professional Services,Annual Premium License,2024,10,4,0,4100.15
2024-10-01,Sales_Channel_X,APAC,Software Subscription,Installation Fee,2024,10,4,0,8430.7
2024-10-01,Sales_Channel_X,APAC,Maintenance,Consulting Project Alpha,2024,10,4,0,6007.53
2024-10-01,Product_B,APAC,Maintenance,Cloud Server Unit,2024,10,4,0,7606.19
2024-10-01,Product_B,LATAM,Maintenance,Standard Monthly Fee,2024,10,4,0,7514.64
2024-10-01,Service_C,LATAM,Professional Services,Legacy Product Support,2024,10,4,0,6622.07
2024-10-01,Product_B,LATAM,Hardware Sales,Consulting Project Alpha,2024,10,4,0,6369.1
2024-10-01,Service_C,North America,Hardware Sales,Consulting Project Alpha,2024,10,4,0,4956.07
2024-10-01,Product_A,EMEA,Maintenance,Annual Premium License,2024,10,4,0,3663.45
2024-10-01,Product_A,LATAM,Software Subscription,Legacy Product Support,2024,10,4,0,7538.99
2024-10-01,Sales_Channel_X,APAC,Professional Services,Legacy Product Support,2024,10,4,0,6744.2
2024-10-01,Service_C,LATAM,Professional Services,Installation Fee,2024,10,4,0,9433.17
2024-10-01,Product_B,North America,Software Subscription,Legacy Product Support,2024,10,4,0,7314.97
2024-10-01,Service_C,North America,Maintenance,Cloud Server Unit,2024,10,4,0,9983.04
2024-10-01,Product_B,EMEA,Hardware Sales,Installation Fee,2024,10,4,0,7641.21
2024-10-01,Product_B,North America,Professional Services,Standard Monthly Fee,2024,10,4,0,11202.04
2024-10-01,Service_C,EMEA,Hardware Sales,Consulting Project Alpha,2024,10,4,0,6057.32
2024-10-01,Product_A,APAC,Software Subscription,Installation Fee,2024,10,4,0,5272.0
2024-10-01,Service_C,EMEA,Software Subscription,Annual Premium License,2024,10,4,0,11488.4
2024-10-01,Sales_Channel_X,North America,Professional Services,Legacy Product Support,2024,10,4,0,6169.49
2024-10-01,Product_A,APAC,Software Subscription,Standard Monthly Fee,2024,10,4,0,4612.38
2024-10-01,Product_A,EMEA,Software Subscription,Annual Premium License,2024,10,4,0,7959.45
2024-10-01,Sales_Channel_X,EMEA,Professional Services,Standard Monthly Fee,2024,10,4,0,5858.7
2024-10-01,Sales_Channel_X,APAC,Professional Services,Standard Monthly Fee,2024,10,4,0,7791.49
2024-10-01,Sales_Channel_X,EMEA,Software Subscription,Annual Premium License,2024,10,4,0,8437.13
2024-10-01,Service_C,North America,Professional Services,Installation Fee,2024,10,4,0,6634.91
2024-10-01,Product_A,LATAM,Maintenance,Installation Fee,2024,10,4,0,5544.64
2024-10-01,Product_A,EMEA,Professional Services,Standard Monthly Fee,2024,10,4,0,12090.93
2024-10-01,Product_A,APAC,Professional Services,Standard Monthly Fee,2024,10,4,0,5478.87
2024-10-01,Product_B,APAC,Software Subscription,Cloud Server Unit,2024,10,4,0,3044.08
2024-10-01,Product_B,EMEA,Maintenance,Installation Fee,2024,10,4,0,7633.98
2024-10-01,Product_A,EMEA,Hardware Sales,Legacy Product Support,2024,10,4,0,6937.68
2024-10-01,Product_B,LATAM,Hardware Sales,Standard Monthly Fee,2024,10,4,0,9712.92
2024-10-01,Product_B,LATAM,Maintenance,Installation Fee,2024,10,4,0,3046.73
2024-10-01,Product_B,LATAM,Professional Services,Standard Monthly Fee,2024,10,4,0,4814.28
2024-10-01,Sales_Channel_X,LATAM,Software Subscription,Legacy Product Support,2024,10,4,0,9977.45
2024-10-01,Service_C,EMEA,Hardware Sales,Installation Fee,2024,10,4,0,3171.72
2024-10-01,Product_A,LATAM,Hardware Sales,Legacy Product Support,2024,10,4,0,6135.27
2024-10-01,Service_C,LATAM,Professional Services,Installation Fee,2024,10,4,0,5759.4
2024-10-01,Service_C,LATAM,Hardware Sales,Standard Monthly Fee,2024,10,4,0,7389.9
2024-10-01,Service_C,LATAM,Software Subscription,Legacy Product Support,2024,10,4,0,8154.48
2024-10-01,Sales_Channel_X,APAC,Professional Services,Annual Premium License,2024,10,4,0,4484.17
2024-10-01,Product_A,APAC,Professional Services,Legacy Product Support,2024,10,4,0,6130.29
2024-10-01,Service_C,EMEA,Software Subscription,Installation Fee,2024,10,4,0,7658.12
2024-10-01,Product_A,EMEA,Software Subscription,Legacy Product Support,2024,10,4,0,8390.4
2024-10-01,Service_C,APAC,Professional Services,Standard Monthly Fee,2024,10,4,0,9662.45
2024-10-01,Product_A,EMEA,Hardware Sales,Cloud Server Unit,2024,10,4,0,6083.69
2024-10-01,Product_A,LATAM,Hardware Sales,Standard Monthly Fee,2024,10,4,0,5804.71
2024-10-01,Service_C,North America,Professional Services,Consulting Project Alpha,2024,10,4,0,6415.95
2024-10-01,Product_A,North America,Software Subscription,Standard Monthly Fee,2024,10,4,0,10657.41
2024-10-01,Service_C,North America,Maintenance,Consulting Project Alpha,2024,10,4,0,7078.49
2024-10-01,Product_A,LATAM,Software Subscription,Standard Monthly Fee,2024,10,4,0,5138.33
2024-10-01,Sales_Channel_X,EMEA,Hardware Sales,Annual Premium License,2024,10,4,0,7924.76
2024-10-01,Service_C,LATAM,Maintenance,Annual Premium License,2024,10,4,0,2714.64
2024-10-01,Product_A,LATAM,Professional Services,Cloud Server Unit,2024,10,4,0,3392.65
2024-10-01,Sales_Channel_X,APAC,Professional Services,Cloud Server Unit,2024,10,4,0,5713.85
2024-10-01,Service_C,EMEA,Maintenance,Installation Fee,2024,10,4,0,9659.31
2024-10-01,Sales_Channel_X,APAC,Hardware Sales,Annual Premium License,2024,10,4,0,4066.39
2024-10-01,Service_C,North America,Professional Services,Legacy Product Support,2024,10,4,0,7000.58
2024-10-01,Product_A,EMEA,Professional Services,Cloud Server Unit,2024,10,4,0,8127.96
2024-10-01,Service_C,APAC,Hardware Sales,Consulting Project Alpha,2024,10,4,0,4638.8
2024-10-01,Sales_Channel_X,North America,Hardware Sales,Annual Premium License,2024,10,4,0,8314.04
2024-10-01,Product_B,APAC,Software Subscription,Standard Monthly Fee,2024,10,4,0,6420.71
2024-10-01,Service_C,LATAM,Software Subscription,Consulting Project Alpha,2024,10,4,0,5220.21
2024-10-01,Product_B,APAC,Maintenance,Consulting Project Alpha,2024,10,4,0,6100.52
2024-10-01,Sales_Channel_X,LATAM,Professional Services,Standard Monthly Fee,2024,10,4,0,9912.01
2024-10-01,Sales_Channel_X,EMEA,Professional Services,Annual Premium License,2024,10,4,0,10162.48
2024-10-01,Sales_Channel_X,North America,Professional Services,Installation Fee,2024,10,4,0,5196.88
2024-10-01,Sales_Channel_X,APAC,Maintenance,Cloud Server Unit,2024,10,4,0,9343.91
2024-10-01,Product_B,EMEA,Professional Services,Cloud Server Unit,2024,10,4,0,5983.55
2024-10-01,Product_B,APAC,Professional Services,Standard Monthly Fee,2024,10,4,0,5134.12
2024-10-01,Product_B,North America,Professional Services,Legacy Product Support,2024,10,4,0,7690.0
2024-10-01,Product_B,APAC,Maintenance,Installation Fee,2024,10,4,0,5758.56
2024-10-01,Product_B,EMEA,Software Subscription,Legacy Product Support,2024,10,4,0,8185.92
2024-10-01,Service_C,North America,Hardware Sales,Consulting Project Alpha,2024,10,4,0,10265.49
2024-10-01,Service_C,North America,Maintenance,Annual Premium License,2024,10,4,0,9559.0
2024-10-01,Service_C,APAC,Professional Services,Cloud Server Unit,2024,10,4,0,10432.75
2024-10-01,Product_A,North America,Professional Services,Cloud Server Unit,2024,10,4,0,8257.78
2024-10-01,Product_A,APAC,Professional Services,Consulting Project Alpha,2024,10,4,0,5172.58
2024-10-01,Service_C,LATAM,Software Subscription,Cloud Server Unit,2024,10,4,0,7758.05
2024-10-01,Product_B,North America,Hardware Sales,Cloud Server Unit,2024,10,4,0,7244.99
2024-10-01,Service_C,LATAM,Software Subscription,Standard Monthly Fee,2024,10,4,0,5042.07
2024-10-01,Service_C,APAC,Software Subscription,Consulting Project Alpha,2024,10,4,0,9276.21
2024-10-01,Sales_Channel_X,North America,Professional Services,Standard Monthly Fee,2024,10,4,0,5220.12
2024-10-01,Product_B,APAC,Hardware Sales,Consulting Project Alpha,2024,10,4,0,6136.46
2024-10-01,Product_B,EMEA,Software Subscription,Legacy Product Support,2024,10,4,0,7144.3
2024-10-01,Product_B,EMEA,Maintenance,Cloud Server Unit,2024,10,4,0,6922.25
2024-10-01,Product_A,APAC,Maintenance,Cloud Server Unit,2024,10,4,0,6657.99
2024-10-01,Service_C,APAC,Software Subscription,Cloud Server Unit,2024,10,4,0,8092.12
2024-10-01,Product_B,APAC,Hardware Sales,Consulting Project Alpha,2024,10,4,0,5666.84
2024-10-01,Sales_Channel_X,APAC,Professional Services,Installation Fee,2024,10,4,0,4322.84
2024-10-01,Product_A,APAC,Professional Services,Annual Premium License,2024,10,4,0,7136.64
2024-10-01,Sales_Channel_X,EMEA,Software Subscription,Legacy Product Support,2024,10,4,0,6513.84
2024-10-01,Product_A,LATAM,Professional Services,Standard Monthly Fee,2024,10,4,0,5049.58
2024-10-01,Sales_Channel_X,North America,Hardware Sales,Cloud Server Unit,2024,10,4,0,5404.84
2024-10-01,Product_A,EMEA,Maintenance,Installation Fee,2024,10,4,0,6027.18
2024-10-01,Sales_Channel_X,North America,Professional Services,Consulting Project Alpha,2024,10,4,0,7253.33
2024-10-01,Product_B,North America,Professional Services,Legacy Product Support,2024,10,4,0,5044.0
2024-10-01,Product_A,LATAM,Software Subscription,Consulting Project Alpha,2024,10,4,0,3676.05
2024-10-01,Product_B,EMEA,Professional Services,Standard Monthly Fee,2024,10,4,0,7701.49
2024-10-01,Sales_Channel_X,EMEA,Hardware Sales,Cloud Server Unit,2024,10,4,0,5212.92
2024-10-01,Service_C,APAC,Maintenance,Cloud Server Unit,2024,10,4,0,8666.63
2024-10-01,Service_C,North America,Professional Services,Cloud Server Unit,2024,10,4,0,4808.66
2024-10-01,Product_A,APAC,Maintenance,Legacy Product Support,2024,10,4,0,7632.0
2024-10-01,Sales_Channel_X,LATAM,Software Subscription,Consulting Project Alpha,2024,10,4,0,5104.24
2024-10-01,Product_A,EMEA,Software Subscription,Annual Premium License,2024,10,4,0,4468.94
2024-10-01,Sales_Channel_X,North America,Software Subscription,Legacy Product Support,2024,10,4,0,9304.64
2024-10-01,Sales_Channel_X,LATAM,Maintenance,Annual Premium License,2024,10,4,0,5434.94
2024-10-01,Sales_Channel_X,EMEA,Maintenance,Consulting Project Alpha,2024,10,4,0,5607.17
2024-10-01,Product_B,APAC,Professional Services,Annual Premium License,2024,10,4,0,2756.28
2024-10-01,Sales_Channel_X,APAC,Maintenance,Standard Monthly Fee,2024,10,4,0,7859.18
2024-10-01,Product_A,North America,Professional Services,Standard Monthly Fee,2024,10,4,0,7163.59
2024-10-01,Product_A,EMEA,Professional Services,Installation Fee,2024,10,4,0,9460.27
2024-10-01,Product_B,APAC,Maintenance,Annual Premium License,2024,10,4,0,6325.56
2024-10-01,Service_C,North America,Hardware Sales,Installation Fee,2024,10,4,0,7233.39
2024-10-01,Service_C,LATAM,Maintenance,Installation Fee,2024,10,4,0,8395.79
2024-10-01,Sales_Channel_X,EMEA,Maintenance,Legacy Product Support,2024,10,4,0,4856.42
2024-10-01,Service_C,North America,Hardware Sales,Annual Premium License,2024,10,4,0,7860.02
2024-10-01,Product_A,North America,Maintenance,Legacy Product Support,2024,10,4,0,3743.44
2024-10-01,Service_C,APAC,Maintenance,Legacy Product Support,2024,10,4,0,5600.98
2024-10-01,Service_C,EMEA,Software Subscription,Legacy Product Support,2024,10,4,0,5140.69
2024-10-01,Product_B,LATAM,Professional Services,Cloud Server Unit,2024,10,4,0,5404.94
2024-10-01,Service_C,LATAM,Maintenance,Standard Monthly Fee,2024,10,4,0,9811.18
2024-10-01,Service_C,North America,Professional Services,Standard Monthly Fee,2024,10,4,0,7638.08
2024-10-01,Product_B,EMEA,Hardware Sales,Installation Fee,2024,10,4,0,8466.39
2024-10-01,Product_B,LATAM,Professional Services,Legacy Product Support,2024,10,4,0,6872.08
2024-10-01,Service_C,APAC,Software Subscription,Standard Monthly Fee,2024,10,4,0,8022.41
2024-10-01,Sales_Channel_X,North America,Maintenance,Installation Fee,2024,10,4,0,10038.05
2024-10-01,Product_B,APAC,Maintenance,Cloud Server Unit,2024,10,4,0,8592.73
2024-10-01,Product_A,North America,Software Subscription,Consulting Project Alpha,2024,10,4,0,5992.71
2024-10-01,Product_A,North America,Professional Services,Installation Fee,2024,10,4,0,4629.1
2024-10-01,Service_C,APAC,Software Subscription,Legacy Product Support,2024,10,4,0,5143.21
2024-10-01,Product_B,EMEA,Hardware Sales,Installation Fee,2024,10,4,0,10436.81
2024-10-01,Product_B,North America,Software Subscription,Cloud Server Unit,2024,10,4,0,7278.03
2024-10-01,Sales_Channel_X,EMEA,Hardware Sales,Legacy Product Support,2024,10,4,0,6540.46
2024-10-01,Product_A,LATAM,Maintenance,Annual Premium License,2024,10,4,0,5346.77
2024-10-01,Service_C,APAC,Software Subscription,Legacy Product Support,2024,10,4,0,8583.62
2024-10-01,Service_C,North America,Professional Services,Cloud Server Unit,2024,10,4,0,6638.54
2024-10-01,Product_A,LATAM,Software Subscription,Cloud Server Unit,2024,10,4,0,8250.44
2024-10-01,Product_B,APAC,Hardware Sales,Consulting Project Alpha,2024,10,4,0,6058.79
2024-10-01,Sales_Channel_X,APAC,Software Subscription,Annual Premium License,2024,10,4,0,9058.43
2024-10-01,Service_C,LATAM,Maintenance,Cloud Server Unit,2024,10,4,0,5261.17
2024-10-01,Product_A,North America,Software Subscription,Standard Monthly Fee,2024,10,4,0,8541.36
2024-10-01,Sales_Channel_X,LATAM,Hardware Sales,Consulting Project Alpha,2024,10,4,0,8877.29
2024-10-01,Product_B,North America,Professional Services,Consulting Project Alpha,2024,10,4,0,6701.48
2024-10-01,Product_A,APAC,Software Subscription,Annual Premium License,2024,10,4,0,4887.96
2024-10-01,Service_C,APAC,Professional Services,Standard Monthly Fee,2024,10,4,0,10202.65
2024-10-01,Product_B,North America,Maintenance,Cloud Server Unit,2024,10,4,0,6885.7
2024-10-01,Sales_Channel_X,LATAM,Professional Services,Consulting Project Alpha,2024,10,4,0,4849.95
2024-10-01,Product_A,North America,Software Subscription,Installation Fee,2024,10,4,0,4889.54
2024-10-01,Sales_Channel_X,LATAM,Software Subscription,Installation Fee,2024,10,4,0,6935.43
2024-10-01,Product_A,North America,Professional Services,Installation Fee,2024,10,4,0,7269.26
2024-10-01,Sales_Channel_X,North America,Professional Services,Standard Monthly Fee,2024,10,4,0,8458.97
2024-10-01,Sales_Channel_X,APAC,Professional Services,Standard Monthly Fee,2024,10,4,0,6400.39
2024-10-01,Product_B,EMEA,Software Subscription,Standard Monthly Fee,2024,10,4,0,7122.57
2024-10-01,Sales_Channel_X,APAC,Professional Services,Annual Premium License,2024,10,4,0,8876.57
2024-10-01,Sales_Channel_X,LATAM,Professional Services,Annual Premium License,2024,10,4,0,5421.65
2024-10-01,Sales_Channel_X,APAC,Hardware Sales,Standard Monthly Fee,2024,10,4,0,7077.77
2024-10-01,Sales_Channel_X,North America,Professional Services,Legacy Product Support,2024,10,4,0,5046.56
2024-10-01,Service_C,North America,Professional Services,Legacy Product Support,2024,10,4,0,11439.33
2024-10-01,Product_A,North America,Software Subscription,Annual Premium License,2024,10,4,0,6257.85
2024-10-01,Service_C,APAC,Software Subscription,Annual Premium License,2024,10,4,0,8612.95
2024-10-01,Product_B,LATAM,Hardware Sales,Cloud Server Unit,2024,10,4,0,8593.84
2024-10-01,Sales_Channel_X,LATAM,Hardware Sales,Legacy Product Support,2024,10,4,0,5856.57
2024-10-01,Sales_Channel_X,EMEA,Professional Services,Annual Premium License,2024,10,4,0,6812.18
2024-10-01,Product_A,LATAM,Maintenance,Legacy Product Support,2024,10,4,0,10116.24
2024-10-01,Service_C,North America,Professional Services,Annual Premium License,2024,10,4,0,6176.2
2024-10-01,Service_C,LATAM,Professional Services,Consulting Project Alpha,2024,10,4,0,5268.96
2024-10-01,Product_B,EMEA,Professional Services,Cloud Server Unit,2024,10,4,0,6538.69
2024-10-01,Sales_Channel_X,LATAM,Maintenance,Legacy Product Support,2024,10,4,0,8452.94
2024-10-01,Product_A,EMEA,Hardware Sales,Cloud Server Unit,2024,10,4,0,10812.24
2024-10-01,Service_C,North America,Professional Services,Standard Monthly Fee,2024,10,4,0,11601.77
2024-10-01,Service_C,EMEA,Hardware Sales,Annual Premium License,2024,10,4,0,5488.3
2024-10-01,Service_C,LATAM,Software Subscription,Annual Premium License,2024,10,4,0,6914.08
2024-10-01,Sales_Channel_X,EMEA,Maintenance,Consulting Project Alpha,2024,10,4,0,7794.9
2024-10-01,Service_C,EMEA,Maintenance,Annual Premium License,2024,10,4,0,5669.06
2024-10-01,Sales_Channel_X,EMEA,Software Subscription,Cloud Server Unit,2024,10,4,0,4616.77
2024-10-01,Service_C,EMEA,Hardware Sales,Standard Monthly Fee,2024,10,4,0,6065.44
2024-10-01,Sales_Channel_X,North America,Professional Services,Standard Monthly Fee,2024,10,4,0,6937.1
2024-10-01,Service_C,North America,Professional Services,Legacy Product Support,2024,10,4,0,8237.02
2024-10-01,Product_A,EMEA,Hardware Sales,Legacy Product Support,2024,10,4,0,7163.72
2024-10-01,Service_C,EMEA,Professional Services,Standard Monthly Fee,2024,10,4,0,6713.0
2024-10-01,Service_C,LATAM,Professional Services,Installation Fee,2024,10,4,0,9089.97
2024-10-01,Product_A,LATAM,Software Subscription,Legacy Product Support,2024,10,4,0,6745.13
2024-10-01,Product_A,APAC,Software Subscription,Consulting Project Alpha,2024,10,4,0,7417.4
2024-10-01,Product_B,APAC,Maintenance,Legacy Product Support,2024,10,4,0,5808.65
2024-10-01,Product_B,APAC,Professional Services,Consulting Project Alpha,2024,10,4,0,9618.63
2024-10-01,Product_B,LATAM,Software Subscription,Annual Premium License,2024,10,4,0,6549.51
2024-10-01,Sales_Channel_X,APAC,Maintenance,Annual Premium License,2024,10,4,0,8568.9
2024-10-01,Sales_Channel_X,EMEA,Hardware Sales,Legacy Product Support,2024,10,4,0,7301.85
2024-10-01,Product_A,EMEA,Hardware Sales,Consulting Project Alpha,2024,10,4,0,7185.04
2024-10-01,Service_C,LATAM,Software Subscription,Annual Premium License,2024,10,4,0,5359.9
2024-10-01,Sales_Channel_X,North America,Software Subscription,Legacy Product Support,2024,10,4,0,7609.94
2024-10-01,Service_C,APAC,Software Subscription,Installation Fee,2024,10,4,0,6874.8
2024-10-01,Sales_Channel_X,EMEA,Maintenance,Installation Fee,2024,10,4,0,2646.31
2024-10-01,Sales_Channel_X,EMEA,Hardware Sales,Standard Monthly Fee,2024,10,4,0,5801.97
2024-10-01,Product_A,APAC,Maintenance,Annual Premium License,2024,10,4,0,7555.25
2024-10-01,Sales_Channel_X,North America,Software Subscription,Consulting Project Alpha,2024,10,4,0,8055.08
2024-10-01,Product_B,LATAM,Maintenance,Annual Premium License,2024,10,4,0,3966.25
2024-10-01,Product_B,North America,Professional Services,Consulting Project Alpha,2024,10,4,0,8264.07
2024-10-01,Sales_Channel_X,North America,Professional Services,Standard Monthly Fee,2024,10,4,0,4866.0
2024-10-01,Service_C,North America,Hardware Sales,Installation Fee,2024,10,4,0,6836.64
2024-10-01,Sales_Channel_X,North America,Professional Services,Installation Fee,2024,10,4,0,6378.68
2024-10-01,Product_B,LATAM,Software Subscription,Consulting Project Alpha,2024,10,4,0,6849.17
2024-10-01,Product_A,North America,Software Subscription,Legacy Product Support,2024,10,4,0,6865.8
2024-10-01,Product_A,North America,Software Subscription,Installation Fee,2024,10,4,0,9539.26
2024-10-01,Service_C,North America,Maintenance,Annual Premium License,2024,10,4,0,6556.47
2024-10-01,Service_C,EMEA,Software Subscription,Cloud Server Unit,2024,10,4,0,9064.15
2024-10-01,Service_C,APAC,Hardware Sales,Annual Premium License,2024,10,4,0,8366.75
2024-10-01,Sales_Channel_X,APAC,Professional Services,Installation Fee,2024,10,4,0,4025.44
2024-10-01,Product_A,APAC,Hardware Sales,Cloud Server Unit,2024,10,4,0,7555.13
2024-10-01,Product_B,APAC,Hardware Sales,Annual Premium License,2024,10,4,0,7713.76
2024-10-01,Sales_Channel_X,EMEA,Professional Services,Cloud Server Unit,2024,10,4,0,7528.25
2024-10-01,Service_C,EMEA,Hardware Sales,Installation Fee,2024,10,4,0,8995.95
2024-10-01,Product_B,LATAM,Software Subscription,Cloud Server Unit,2024,10,4,0,6380.39
2024-10-01,Sales_Channel_X,LATAM,Maintenance,Legacy Product Support,2024,10,4,0,8695.61
2024-10-01,Sales_Channel_X,APAC,Hardware Sales,Legacy Product Support,2024,10,4,0,6205.74
2024-10-01,Service_C,LATAM,Professional Services,Annual Premium License,2024,10,4,0,8630.99
2024-10-01,Product_B,LATAM,Maintenance,Standard Monthly Fee,2024,10,4,0,8537.44
2024-10-01,Sales_Channel_X,EMEA,Maintenance,Consulting Project Alpha,2024,10,4,0,4644.8
2024-10-01,Product_A,EMEA,Professional Services,Standard Monthly Fee,2024,10,4,0,7532.98
2024-10-01,Sales_Channel_X,APAC,Hardware Sales,Standard Monthly Fee,2024,10,4,0,4001.99
2024-10-01,Service_C,EMEA,Maintenance,Standard Monthly Fee,2024,10,4,0,5076.78
2024-10-01,Product_A,North America,Software Subscription,Cloud Server Unit,2024,10,4,0,7221.13
2024-10-01,Service_C,LATAM,Hardware Sales,Legacy Product Support,2024,10,4,0,6216.03
2024-10-01,Sales_Channel_X,EMEA,Software Subscription,Standard Monthly Fee,2024,10,4,0,6248.19
2024-10-01,Sales_Channel_X,APAC,Hardware Sales,Legacy Product Support,2024,10,4,0,6422.97
2024-10-01,Service_C,North America,Software Subscription,Cloud Server Unit,2024,10,4,0,5665.33
2024-10-01,Sales_Channel_X,North America,Maintenance,Annual Premium License,2024,10,4,0,7577.44
2024-10-01,Product_B,EMEA,Hardware Sales,Annual Premium License,2024,10,4,0,5182.6
2024-10-01,Service_C,LATAM,Hardware Sales,Legacy Product Support,2024,10,4,0,4243.27
2024-10-01,Product_A,North America,Professional Services,Annual Premium License,2024,10,4,0,6354.99
2024-10-01,Service_C,North America,Professional Services,Consulting Project Alpha,2024,10,4,0,4114.85
2024-10-01,Sales_Channel_X,EMEA,Maintenance,Legacy Product Support,2024,10,4,0,4909.97
2024-10-01,Sales_Channel_X,EMEA,Maintenance,Standard Monthly Fee,2024,10,4,0,9533.62
2024-10-01,Service_C,North America,Professional Services,Installation Fee,2024,10,4,0,5103.49
2024-10-01,Product_A,EMEA,Hardware Sales,Legacy Product Support,2024,10,4,0,9373.41
2024-10-01,Service_C,North America,Professional Services,Consulting Project Alpha,2024,10,4,0,7275.92
2024-10-01,Product_B,EMEA,Software Subscription,Annual Premium License,2024,10,4,0,6760.61
2024-10-01,Sales_Channel_X,APAC,Maintenance,Standard Monthly Fee,2024,10,4,0,8521.36
2024-10-01,Sales_Channel_X,LATAM,Hardware Sales,Cloud Server Unit,2024,10,4,0,8272.6
2024-10-01,Service_C,EMEA,Hardware Sales,Legacy Product Support,2024,10,4,0,4844.63
2024-10-01,Product_B,North America,Software Subscription,Consulting Project Alpha,2024,10,4,0,6728.69
2024-10-01,Product_B,North America,Software Subscription,Installation Fee,2024,10,4,0,6273.35
2024-10-01,Product_B,North America,Professional Services,Standard Monthly Fee,2024,10,4,0,7392.22
2024-10-01,Service_C,EMEA,Professional Services,Consulting Project Alpha,2024,10,4,0,3021.18
2024-10-01,Sales_Channel_X,LATAM,Professional Services,Consulting Project Alpha,2024,10,4,0,3926.01
